Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
26,Q130,P.S. 130 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/02/2017,04/02/2018,,24964,$24964.00,$4857.00,DSF: 0000867067
26,Q130,P.S. 130 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,264390,$264390.00,$0.00,DSF: 0000867067
26,Q130,P.S. 130 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,110095,$110095.00,$1474.00,DSF: 0000867067
26,Q130,P.S. 130 - QUEENS,SCA IEH,"IEH PO18-ROOMS 202,221,219,314,316",Construction,In-Progress,11/27/2017,IEH,,IEH,$82244.00,$7762.00,DSF: 0000049526
26,Q130,P.S. 130 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,08/18/2017,35000,$34735.00,$34735.00,DSF: 0000844508
26,Q130,P.S. 130 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,08/18/2017,35000,$34738.00,$34738.00,DSF: 0000845452
26,Q130,P.S. 130 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/08/2015,DOES,,DOES,$562.00,$504.00,DSF: 0000812959
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,02/10/2015,05/11/2015,04/14/2015,0,$68557.00,$44625.00,DSF: 0000800361
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,11/09/2015,03/29/2016,04/14/2016,169500,$83572.00,$83572.00,DSF: 0000800361
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,2486000,$2486000.00,$8900.00,DSF: 0000800361
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,169500,$169500.00,$3232.00,DSF: 0000800361
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,03/08/2017,06/06/2017,04/12/2017,0,$18647.00,$18647.00,DSF: 0000865725
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,04/27/2017,09/12/2017,06/22/2017,81780,$74588.00,$74588.00,DSF: 0000865725
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,1199440,$1199440.00,$5899.00,DSF: 0000865725
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,81780,$81780.00,$3086.00,DSF: 0000865725
26,Q133,P.S. 133 - QUEENS,DOE- RESOA,FY12 RESO A LOW-VOLTAGE ELECTRICAL,Construction,PNS,PNS,PNS,PNS,100000,$100000.00,$0.00,DSF: 0000731702
26,Q158,J.H.S. 158 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/11/2017,DOES,,DOES,$170000.00,$1589.00,DSF: 0000866039
26,Q159,P.S. 159 - QUEENS,SCA CIP,FLOOD ELIMINATION,Scope,In-Progress,12/18/2017,05/04/2018,,18720,$18720.00,$0.00,DSF: 0000880124
26,Q159,P.S. 159 - QUEENS,SCA CIP,FLOOD ELIMINATION,Design,PNS,PNS,PNS,PNS,68641,$68641.00,$0.00,DSF: 0000880124
26,Q159,P.S. 159 - QUEENS,SCA CIP,FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,726974,$726974.00,$0.00,DSF: 0000880124
26,Q159,P.S. 159 - QUEENS,SCA CIP,FLOOD ELIMINATION,"CM, F&E",PNS,PNS,PNS,PNS,168483,$168483.00,$0.00,DSF: 0000880124
26,Q159,P.S. 159 - QUEENS,SCA IEH,IEH PO18-3RD FL CORRIDOR AND STAIRCASE LANDING,Construction,Complete,09/06/2017,IEH,10/09/2017,IEH,$58185.00,$3834.00,DSF: 0000048568
26,Q159,P.S. 159 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/15/2017,DOEL,,DOEL,$500.00,$0.00,DSF:
26,Q162,P.S. 162 - QUEENS,SCA CIP,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,Scope,Complete,01/13/2014,05/29/2014,05/13/2014,129451,$145119.00,$142818.00,"DSF: 0000790250, 0000790252, 0000790253, 0000800283"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,Design,Complete,08/22/2014,01/28/2015,01/28/2015,517800,$464193.00,$412158.00,"DSF: 0000790250, 0000790252, 0000790253, 0000800283"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,Construction,Complete,11/23/2015,05/15/2017,12/15/2017,9708751,$9892329.00,$7793858.00,"DSF: 0000790250, 0000790252, 0000790253, 0000800283"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,"CM, F&E",Complete,11/23/2015,05/15/2017,12/15/2017,604100,$893446.00,$825017.00,"DSF: 0000790250, 0000790252, 0000790253, 0000800283"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Scope,Complete,09/19/2016,02/23/2017,11/03/2016,86092,$67115.00,$63246.00,"DSF: 0000798369, 0000798370"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Design,Complete,11/09/2016,04/14/2017,04/26/2017,344367,$187066.00,$187066.00,"DSF: 0000798369, 0000798370"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Construction,PNS,PNS,PNS,PNS,6456884,$6456884.00,$13097.00,"DSF: 0000798369, 0000798370"
26,Q162,P.S. 162 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,"CM, F&E",PNS,PNS,PNS,PNS,401762,$401762.00,$23184.00,"DSF: 0000798369, 0000798370"
26,Q162,P.S. 162 - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867284
26,Q162,P.S. 162 - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000867284
26,Q162,P.S. 162 - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,88000,$88000.00,$0.00,DSF: 0000867284
26,Q162,P.S. 162 - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000867284
26,Q162,P.S. 162 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/10/2017,01/15/2018,09/26/2017,100000,$99246.00,$99246.00,DSF: 0000845184
26,Q172,J.H.S. 172 - QUEENS,SCA CIP RESOA,FY18 RESO A LOCKER ROOM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867313
26,Q172,J.H.S. 172 - QUEENS,SCA CIP RESOA,FY18 RESO A LOCKER ROOM UPGRADE,Design,PNS,PNS,PNS,PNS,7500,$7500.00,$0.00,DSF: 0000867313
26,Q172,J.H.S. 172 - QUEENS,SCA CIP RESOA,FY18 RESO A LOCKER ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,110000,$110000.00,$0.00,DSF: 0000867313
26,Q172,J.H.S. 172 - QUEENS,SCA CIP RESOA,FY18 RESO A LOCKER ROOM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,7500,$7500.00,$0.00,DSF: 0000867313
26,Q173,Q255 SPED - QUEENS,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/15/2017,08/17/2017,08/01/2017,0,$7813.00,$7813.00,DSF: 0000800455
26,Q173,Q255 SPED - QUEENS,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,15240,$7427.00,$1080.00,DSF: 0000800455
26,Q173,Q255 SPED - QUEENS,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,223520,$223520.00,$0.00,DSF: 0000800455
26,Q173,Q255 SPED - QUEENS,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,15240,$15240.00,$0.00,DSF: 0000800455
26,Q173,P.S. 173 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,01/15/2018,08/24/2017,35000,$34737.00,$34737.00,DSF: 0000844519
26,Q173,P.S. 173 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/11/2017,DOES,,DOES,$170000.00,$1453.00,DSF: 0000866041
26,Q177,Q177 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Scope,Complete,10/15/2015,03/21/2016,12/31/2015,122396,$85483.00,$85483.00,"DSF: 0000790486, 0000798293"
26,Q177,Q177 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Design,Complete,01/06/2016,06/07/2016,06/24/2016,480196,$393712.00,$375403.00,"DSF: 0000790486, 0000798293"
26,Q177,Q177 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Construction,In-Progress,10/17/2016,04/09/2018,,8161174,$7507540.00,$3459225.00,"DSF: 0000790486, 0000798293"
26,Q177,Q177 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"CM, F&E",In-Progress,10/17/2016,04/09/2018,,693216,$337068.00,$266782.00,"DSF: 0000790486, 0000798293"
26,Q177,Q177 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,09/05/2017,10/05/2017,10/24/2017,100000,$100000.00,$99247.00,DSF: 0000845185
26,Q177,Q177 SPED - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/11/2017,DOES,,DOES,$170000.00,$1527.00,DSF: 0000866042
26,Q178,P.S./ IS 178 HOLLISWOOD,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,10/04/2017,11/03/2017,11/03/2017,35000,$34667.00,$34667.00,DSF: 0000845149
26,Q178,P.S./ IS 178 HOLLISWOOD,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,10/04/2017,11/03/2017,11/03/2017,100000,$99250.00,$99250.00,DSF: 0000845147
26,Q179,Q004 SPED - QUEENS,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/15/2017,08/18/2017,08/01/2017,0,$7645.00,$7645.00,DSF: 0000845157
26,Q179,Q004 SPED - QUEENS,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,Complete,08/30/2017,01/02/2018,11/22/2017,37500,$3985.00,$3985.00,DSF: 0000845157
26,Q179,Q004 SPED - QUEENS,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,550000,$550000.00,$0.00,DSF: 0000845157
26,Q179,Q004 SPED - QUEENS,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,37500,$37500.00,$1820.00,DSF: 0000845157
26,Q186,P.S. 186 - QUEENS,SCA IEH,IEH PO18-ROOM 114,Construction,Complete,08/09/2017,IEH,08/19/2017,IEH,$9170.00,$1614.00,DSF: 0000048025
26,Q188,P.S. 188 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,Complete,01/15/2016,05/17/2016,03/28/2016,0,$10096.00,$10096.00,DSF: 0000822872
26,Q188,P.S. 188 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,Complete,04/13/2016,09/13/2016,10/18/2016,28498,$46729.00,$41730.00,DSF: 0000822872
26,Q188,P.S. 188 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,Complete,04/12/2017,12/07/2017,11/16/2017,417971,$398713.00,$228404.00,DSF: 0000822872
26,Q188,P.S. 188 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",Complete,04/12/2017,12/07/2017,11/16/2017,28498,$45059.00,$44024.00,DSF: 0000822872
26,Q188,P.S. 188 - QUEENS,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,07/01/2017,10/27/2017,10/27/2017,DIIX,$175097.00,$175097.00,DSF: 0000867155
26,Q191,P.S. 191 - QUEENS,DIIT - Project Conne,DATA/VOICE & WIRELESS NETWORK CABLE,Purch & Install,In-Progress,02/06/2009,02/01/2016,,DIIT,$763829.00,$763829.00,DSF: 0000800170
26,Q191,Q993 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,01/15/2018,10/20/2017,35000,$34738.00,$34738.00,DSF: 0000844553
26,Q191,P.S. 191 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/28/2017,01/15/2018,11/28/2017,100000,$99246.00,$99246.00,DSF: 0000845159
26,Q203,P.S. 203 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/18/2017,01/15/2018,09/01/2017,108000,$107186.00,$107186.00,DSF: 0000845146
26,Q205,P.S. 205 - QUEENS,SCA CIP,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,Scope,Complete,10/06/2015,12/19/2016,10/12/2016,242316,$198941.00,$187995.00,"DSF: 0000789227, 0000798368, 0000836272, 0000836273, 0000836274, 0000836276"
26,Q205,P.S. 205 - QUEENS,SCA CIP,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,Design,Complete,11/09/2016,04/14/2017,04/13/2017,963320,$511582.00,$493033.00,"DSF: 0000789227, 0000798368, 0000836272, 0000836273, 0000836274, 0000836276"
26,Q205,P.S. 205 - QUEENS,SCA CIP,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,Construction,In-Progress,07/12/2017,04/02/2019,,17528777,$15736287.00,$1223200.00,"DSF: 0000789227, 0000798368, 0000836272, 0000836273, 0000836274, 0000836276"
21,K100,P.S. 100 - BROOKLYN,Fast Track Projects,BOND FAILURE BTWN PLASTER COATS,Construction,In-Progress,04/17/2014,FTK,,FTK,$417159.00,$412856.00,DSF: 0000029893
21,K100,P.S. 100 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$446510.00,$0.00,DSF: 0000776729
21,K100,P.S. 100 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/02/2017,DOEL,08/04/2017,DOEL,$955.00,$955.00,DSF:
21,K101,P.S. 101 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,05/21/2015,11/19/2015,11/19/2015,1649975,$1118524.00,$1118524.00,DSF: 0000798192
21,K101,P.S. 101 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,11/20/2015,06/09/2016,07/12/2016,5279920,$4057200.00,$2247966.00,DSF: 0000798192
21,K101,P.S. 101 - BROOKLYN,SCA Capacity,ADDITION,Construction,In-Progress,12/05/2016,08/15/2020,,74050878,$67584185.00,$18815635.00,DSF: 0000798192
21,K101,P.S. 101 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,12/05/2016,08/15/2020,,10427842,$4537932.00,$1244338.00,DSF: 0000798192
21,K101,P.S. 101 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866698
21,K101,P.S. 101 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,15000,$15000.00,$0.00,DSF: 0000866698
21,K101,P.S. 101 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,220000,$220000.00,$0.00,DSF: 0000866698
21,K101,P.S. 101 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,15000,$15000.00,$0.00,DSF: 0000866698
21,K121,P.S. 121 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,Complete,01/24/2017,06/08/2017,03/30/2017,138122,$28244.00,$28244.00,"DSF: 0000847312, 0000847313, 0000866261"
21,K121,P.S. 121 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,Complete,05/05/2017,10/05/2017,12/13/2017,543297,$139740.00,$109704.00,"DSF: 0000847312, 0000847313, 0000866261"
21,K121,P.S. 121 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Construction,PNS,PNS,PNS,PNS,9361869,$9361869.00,$7407.00,"DSF: 0000847312, 0000847313, 0000866261"
21,K121,P.S. 121 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,"CM, F&E",PNS,PNS,PNS,PNS,764061,$764061.00,$9421.00,"DSF: 0000847312, 0000847313, 0000866261"
21,K121,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866387
21,K121,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000866387
21,K121,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,176000,$176000.00,$0.00,DSF: 0000866387
21,K121,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000866387
21,K121,P.S. 121 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,07/21/2017,50000,$49608.00,$49608.00,DSF: 0000845503
21,K121,P.S. 121 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/01/2017,DOEL,06/12/2017,DOEL,$431.00,$431.00,DSF:
21,K121,P.S. 121 - BROOKLYN,DOE- RESOA,FY15 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,06/26/2015,DOER,,100000,$97734.00,$97734.00,DSF: 0000800448
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Scope,Complete,04/17/2014,09/02/2014,12/10/2014,39325,$20458.00,$20458.00,"DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Design,Complete,06/17/2015,11/18/2015,01/06/2016,150473,$140072.00,$116527.00,"DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Construction,In-Progress,05/12/2017,11/05/2018,,2208335,$1974525.00,$36711.00,"DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,"CM, F&E",In-Progress,05/12/2017,11/05/2018,,272317,$35341.00,$35341.00,"DSF: 0000822174, 0000822175"
21,K128,P.S. 128 - BROOKLYN,SCA IEH,"IEH PO18-RMS 109,208,305",Construction,In-Progress,08/31/2017,IEH,,IEH,$113151.00,$10100.00,DSF: 0000048463
21,K128,P.S. 128 - BROOKLYN,SCA IEH,IEH PO18-RM 113A,Construction,Complete,11/02/2017,IEH,11/12/2017,IEH,$24099.00,$6762.00,DSF: 0000049227
21,K128,P.S. 128 BENSONHURST,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,Complete,07/27/2017,08/18/2017,10/12/2017,100000,$99250.00,$99250.00,DSF: 0000823295
21,K153,P.S. 153 - BROOKLYN,SCA IEH,IEH PO18-2ND & 3RD FL CORRIDORS,Construction,Complete,05/25/2017,IEH,07/13/2017,IEH,$177939.00,$3820.00,DSF: 0000046968
21,K153,P.S. 153 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,03/02/2017,DOEL,,DOEL,$500.00,$500.00,DSF:
21,K177,P.S. 177 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866689
21,K177,P.S. 177 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,$9000.00,$0.00,DSF: 0000866689
21,K177,P.S. 177 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,$132000.00,$0.00,DSF: 0000866689
21,K177,P.S. 177 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,$9000.00,$0.00,DSF: 0000866689
21,K177,P.S. 174 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/19/2017,08/18/2017,07/24/2017,0,$17469.00,$17469.00,DSF: 0000800339
21,K177,P.S. 174 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,5700,$6224.00,$6224.00,DSF: 0000800339
21,K177,P.S. 174 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,83600,$83600.00,$0.00,DSF: 0000800339
21,K177,P.S. 174 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,5700,$5700.00,$672.00,DSF: 0000800339
21,K177,P.S. 177 - BROOKLYN,SCA IEH,"IEH PO18-RMS 409,359,455,556",Construction,In-Progress,09/20/2017,IEH,,IEH,$79782.00,$13010.00,DSF: 0000048666
21,K177,P.S. 177 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,02/10/2016,DOEL,06/30/2016,DOEL,$31800.00,$31800.00,DSF:
21,K177,P.S. 177 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/02/2017,DOEL,06/12/2017,DOEL,$461.00,$461.00,DSF:
21,K177,P.S. 177 - BROOKLYN,DOE- RESOA,FY15 RESO A LOW-VOLTAGE ELECTRICAL,Construction,PNS,PNS,PNS,PNS,75000,$75000.00,$0.00,DSF: 0000800347
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Scope,Complete,02/06/2014,07/09/2014,04/17/2014,217432,$212064.00,$212039.00,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Design,Complete,04/18/2014,10/21/2014,08/26/2014,862346,$959315.00,$875043.00,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Construction,In-Progress,01/12/2015,01/10/2017,,15506166,$15520361.00,$13989256.00,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,"CM, F&E",In-Progress,01/12/2015,01/10/2017,,1110690,$992209.00,$982834.00,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612"
21,K188,P.S. 188 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,460000,$460000.00,$0.00,DSF: 0000844296
21,K188,P.S. 188 - BROOKLYN,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,05/25/2017,DOER,,250000,$250000.00,$33255.00,DSF: 0000800577
21,K199,P.S. 199 - BROOKLYN,SCA IEH,IEH PO18-AUDITORIUM B-AREA,Construction,Complete,04/24/2017,IEH,08/05/2017,IEH,$30800.00,$1806.00,DSF: 0000046383
21,K199,P.S. 199 - BROOKLYN,SCA IEH,IEH PO18-ROOM 219,Construction,Complete,08/29/2017,IEH,09/07/2017,IEH,$570.00,$70.00,DSF: 0000048405
21,K199,P.S. 199 - BROOKLYN,SCA IEH,IEH PO18-SLOP SINK RM 158,Construction,Complete,09/15/2017,IEH,09/21/2017,IEH,$17123.00,$3810.00,DSF: 0000048625
21,K209,P.S. 206 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/20/2017,08/21/2017,07/24/2017,0,$11489.00,$11489.00,DSF: 0000800378
21,K209,P.S. 206 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,9000,$4532.00,$4532.00,DSF: 0000800378
21,K209,P.S. 206 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,132000,$132000.00,$5470.00,DSF: 0000800378
21,K209,P.S. 206 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,9000,$9000.00,$1938.00,DSF: 0000800378
21,K209,P.S. 209 - BROOKLYN,SCA IEH,"IEH PO18-RM 161,262,263",Construction,Complete,10/10/2017,IEH,11/25/2017,IEH,$44260.00,$5996.00,DSF: 0000048936
21,K209,P.S. 209 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/02/2017,DOEL,07/25/2017,DOEL,$475.00,$475.00,DSF:
